season,year,date_month,date_dayofweek,hour,holiday,workingDay,weather,temp,atemp,humidity,windSpeed,casual,registered,count
1.0,0.0,1,6,16.0,0.0,0.0,3.0,0.34,0.3333,0.71,0.1642,9.0,67.0,76.0
1.0,0.0,1,6,17.0,0.0,0.0,1.0,0.34,0.3333,0.57,0.194,7.0,58.0,65.0
1.0,0.0,1,6,18.0,0.0,0.0,2.0,0.36,0.3333,0.46,0.3284,10.0,43.0,53.0
1.0,0.0,1,6,19.0,0.0,0.0,1.0,0.32,0.2879,0.42,0.4478,1.0,29.0,30.0
1.0,0.0,1,6,20.0,0.0,0.0,1.0,0.3,0.2727,0.39,0.3582,5.0,17.0,22.0
1.0,0.0,1,6,21.0,0.0,0.0,1.0,0.26,0.2273,0.44,0.3284,11.0,20.0,31.0
1.0,0.0,1,6,22.0,0.0,0.0,1.0,0.24,0.2121,0.44,0.2985,0.0,9.0,9.0
1.0,0.0,1,6,23.0,0.0,0.0,1.0,0.22,0.2273,0.47,0.1642,0.0,8.0,8.0
1.0,0.0,1,0,0.0,0.0,1.0,1.0,0.22,0.197,0.44,0.3582,0.0,5.0,5.0
1.0,0.0,1,0,1.0,0.0,1.0,1.0,0.2,0.1667,0.44,0.4179,0.0,2.0,2.0
1.0,0.0,1,0,4.0,0.0,1.0,1.0,0.16,0.1364,0.47,0.3881,0.0,1.0,1.0
1.0,0.0,1,0,5.0,0.0,1.0,1.0,0.16,0.1364,0.47,0.2836,0.0,3.0,3.0
1.0,0.0,1,0,6.0,0.0,1.0,1.0,0.14,0.1061,0.5,0.3881,0.0,30.0,30.0
1.0,0.0,1,0,7.0,0.0,1.0,1.0,0.14,0.1364,0.5,0.194,1.0,63.0,64.0
1.0,0.0,1,0,8.0,0.0,1.0,1.0,0.14,0.1212,0.5,0.2836,1.0,153.0,154.0
1.0,0.0,1,0,9.0,0.0,1.0,1.0,0.16,0.1364,0.43,0.3881,7.0,81.0,88.0
1.0,0.0,1,0,10.0,0.0,1.0,1.0,0.18,0.1667,0.43,0.2537,11.0,33.0,44.0
1.0,0.0,1,0,11.0,0.0,1.0,1.0,0.2,0.1818,0.4,0.3284,10.0,41.0,51.0
1.0,0.0,1,0,12.0,0.0,1.0,1.0,0.22,0.2121,0.35,0.2985,13.0,48.0,61.0
1.0,0.0,1,0,13.0,0.0,1.0,1.0,0.24,0.2121,0.35,0.2836,8.0,53.0,61.0
1.0,0.0,1,0,14.0,0.0,1.0,1.0,0.26,0.2424,0.3,0.2836,11.0,66.0,77.0
1.0,0.0,1,0,15.0,0.0,1.0,1.0,0.26,0.2424,0.3,0.2537,14.0,58.0,72.0
1.0,0.0,1,0,16.0,0.0,1.0,1.0,0.26,0.2424,0.3,0.2537,9.0,67.0,76.0
1.0,0.0,1,0,17.0,0.0,1.0,1.0,0.24,0.2273,0.3,0.2239,11.0,146.0,157.0
1.0,0.0,1,0,18.0,0.0,1.0,1.0,0.24,0.2576,0.32,0.1045,9.0,148.0,157.0
1.0,0.0,1,0,19.0,0.0,1.0,1.0,0.2,0.2576,0.47,0.0,8.0,102.0,110.0
1.0,0.0,1,0,20.0,0.0,1.0,1.0,0.2,0.2273,0.47,0.1045,3.0,49.0,52.0
1.0,0.0,1,0,21.0,0.0,1.0,1.0,0.18,0.197,0.64,0.1343,3.0,49.0,52.0
1.0,0.0,1,0,22.0,0.0,1.0,1.0,0.14,0.1515,0.69,0.1343,0.0,20.0,20.0
1.0,0.0,1,0,23.0,0.0,1.0,1.0,0.18,0.2121,0.55,0.1045,1.0,11.0,12.0
1.0,0.0,1,1,0.0,0.0,1.0,1.0,0.16,0.1818,0.55,0.1045,0.0,5.0,5.0
1.0,0.0,1,1,1.0,0.0,1.0,1.0,0.16,0.1818,0.59,0.1045,0.0,2.0,2.0
1.0,0.0,1,1,2.0,0.0,1.0,1.0,0.14,0.1515,0.63,0.1343,0.0,1.0,1.0
1.0,0.0,1,1,4.0,0.0,1.0,1.0,0.14,0.1818,0.63,0.0896,0.0,2.0,2.0
1.0,0.0,1,1,5.0,0.0,1.0,1.0,0.12,0.1515,0.68,0.1045,0.0,4.0,4.0
1.0,0.0,1,1,6.0,0.0,1.0,1.0,0.12,0.1515,0.74,0.1045,0.0,36.0,36.0
1.0,0.0,1,1,7.0,0.0,1.0,1.0,0.12,0.1515,0.74,0.1343,2.0,92.0,94.0
1.0,0.0,1,1,8.0,0.0,1.0,1.0,0.14,0.1515,0.69,0.1642,2.0,177.0,179.0
1.0,0.0,1,1,9.0,0.0,1.0,1.0,0.16,0.1515,0.64,0.2239,2.0,98.0,100.0
1.0,0.0,1,1,10.0,0.0,1.0,2.0,0.16,0.1364,0.69,0.3284,5.0,37.0,42.0
1.0,0.0,1,1,11.0,0.0,1.0,1.0,0.22,0.2121,0.51,0.2985,7.0,50.0,57.0
1.0,0.0,1,1,12.0,0.0,1.0,1.0,0.22,0.2273,0.51,0.1642,12.0,66.0,78.0
1.0,0.0,1,1,13.0,0.0,1.0,1.0,0.24,0.2273,0.56,0.194,18.0,79.0,97.0
1.0,0.0,1,1,14.0,0.0,1.0,1.0,0.26,0.2576,0.52,0.2239,9.0,54.0,63.0
1.0,0.0,1,1,15.0,0.0,1.0,1.0,0.28,0.2727,0.52,0.2537,17.0,48.0,65.0
1.0,0.0,1,1,16.0,0.0,1.0,1.0,0.3,0.2879,0.49,0.2537,15.0,68.0,83.0
1.0,0.0,1,1,17.0,0.0,1.0,1.0,0.28,0.2727,0.48,0.2239,10.0,202.0,212.0
1.0,0.0,1,1,18.0,0.0,1.0,1.0,0.26,0.2576,0.48,0.194,3.0,179.0,182.0
1.0,0.0,1,1,19.0,0.0,1.0,1.0,0.24,0.2576,0.48,0.1045,2.0,110.0,112.0
1.0,0.0,1,1,20.0,0.0,1.0,1.0,0.24,0.2576,0.48,0.1045,1.0,53.0,54.0
1.0,0.0,1,1,21.0,0.0,1.0,1.0,0.22,0.2727,0.64,0.0,0.0,48.0,48.0
1.0,0.0,1,1,22.0,0.0,1.0,1.0,0.22,0.2576,0.64,0.0896,1.0,34.0,35.0
1.0,0.0,1,1,23.0,0.0,1.0,1.0,0.2,0.2273,0.69,0.0896,2.0,9.0,11.0
1.0,0.0,1,2,0.0,0.0,1.0,1.0,0.2,0.2576,0.64,0.0,0.0,6.0,6.0
1.0,0.0,1,2,1.0,0.0,1.0,1.0,0.16,0.197,0.74,0.0896,0.0,6.0,6.0
1.0,0.0,1,2,2.0,0.0,1.0,1.0,0.16,0.197,0.74,0.0896,0.0,2.0,2.0
1.0,0.0,1,2,4.0,0.0,1.0,1.0,0.24,0.2273,0.48,0.2239,0.0,2.0,2.0
1.0,0.0,1,2,5.0,0.0,1.0,1.0,0.22,0.2273,0.47,0.1642,0.0,3.0,3.0
1.0,0.0,1,2,6.0,0.0,1.0,1.0,0.2,0.197,0.47,0.2239,0.0,33.0,33.0
1.0,0.0,1,2,7.0,0.0,1.0,1.0,0.18,0.1818,0.43,0.194,1.0,87.0,88.0
1.0,0.0,1,2,8.0,0.0,1.0,1.0,0.2,0.1818,0.4,0.2985,3.0,192.0,195.0
1.0,0.0,1,2,9.0,0.0,1.0,1.0,0.22,0.197,0.37,0.3284,6.0,109.0,115.0
1.0,0.0,1,2,10.0,0.0,1.0,1.0,0.22,0.197,0.37,0.3284,4.0,53.0,57.0
1.0,0.0,1,2,11.0,0.0,1.0,1.0,0.26,0.2273,0.33,0.3284,12.0,34.0,46.0
1.0,0.0,1,2,12.0,0.0,1.0,1.0,0.26,0.2273,0.33,0.3284,5.0,74.0,79.0
1.0,0.0,1,2,13.0,0.0,1.0,1.0,0.28,0.2576,0.3,0.2985,6.0,65.0,71.0
1.0,0.0,1,2,14.0,0.0,1.0,1.0,0.3,0.2879,0.28,0.194,10.0,52.0,62.0
1.0,0.0,1,2,15.0,0.0,1.0,1.0,0.3,0.2879,0.28,0.194,7.0,55.0,62.0
1.0,0.0,1,2,16.0,0.0,1.0,1.0,0.3,0.3182,0.28,0.0896,4.0,85.0,89.0
1.0,0.0,1,2,17.0,0.0,1.0,1.0,0.24,0.2273,0.38,0.194,4.0,186.0,190.0
1.0,0.0,1,2,18.0,0.0,1.0,1.0,0.24,0.2424,0.38,0.1343,3.0,166.0,169.0
1.0,0.0,1,2,19.0,0.0,1.0,1.0,0.24,0.2576,0.38,0.1045,5.0,127.0,132.0
1.0,0.0,1,2,20.0,0.0,1.0,1.0,0.22,0.2273,0.47,0.1642,7.0,82.0,89.0
1.0,0.0,1,2,21.0,0.0,1.0,1.0,0.2,0.197,0.51,0.194,3.0,40.0,43.0
1.0,0.0,1,2,22.0,0.0,1.0,1.0,0.18,0.197,0.55,0.1343,1.0,41.0,42.0
1.0,0.0,1,2,23.0,0.0,1.0,1.0,0.2,0.2576,0.47,0.0,1.0,18.0,19.0
1.0,0.0,1,3,0.0,0.0,1.0,1.0,0.18,0.2424,0.55,0.0,0.0,11.0,11.0
1.0,0.0,1,3,1.0,0.0,1.0,1.0,0.16,0.2273,0.64,0.0,0.0,4.0,4.0
1.0,0.0,1,3,2.0,0.0,1.0,1.0,0.16,0.2273,0.64,0.0,0.0,2.0,2.0
1.0,0.0,1,3,4.0,0.0,1.0,2.0,0.16,0.197,0.64,0.0896,0.0,1.0,1.0
1.0,0.0,1,3,5.0,0.0,1.0,2.0,0.14,0.1818,0.69,0.0896,0.0,4.0,4.0
1.0,0.0,1,3,6.0,0.0,1.0,2.0,0.14,0.1667,0.63,0.1045,0.0,36.0,36.0
1.0,0.0,1,3,7.0,0.0,1.0,2.0,0.16,0.2273,0.59,0.0,0.0,95.0,95.0
1.0,0.0,1,3,9.0,0.0,1.0,2.0,0.18,0.2424,0.51,0.0,6.0,116.0,122.0
1.0,0.0,1,3,10.0,0.0,1.0,1.0,0.2,0.2576,0.47,0.0,3.0,42.0,45.0
1.0,0.0,1,3,11.0,0.0,1.0,1.0,0.22,0.2576,0.44,0.0896,2.0,57.0,59.0
1.0,0.0,1,3,12.0,0.0,1.0,1.0,0.26,0.2879,0.35,0.0,6.0,78.0,84.0
1.0,0.0,1,3,13.0,0.0,1.0,1.0,0.26,0.2727,0.35,0.1045,12.0,55.0,67.0
1.0,0.0,1,3,14.0,0.0,1.0,1.0,0.28,0.2727,0.36,0.1642,11.0,59.0,70.0
1.0,0.0,1,3,15.0,0.0,1.0,1.0,0.28,0.2727,0.36,0.0,8.0,54.0,62.0
1.0,0.0,1,3,16.0,0.0,1.0,1.0,0.26,0.2576,0.38,0.1642,12.0,74.0,86.0
1.0,0.0,1,3,17.0,0.0,1.0,1.0,0.22,0.2273,0.51,0.1642,9.0,163.0,172.0
1.0,0.0,1,3,18.0,0.0,1.0,1.0,0.22,0.2273,0.51,0.1343,5.0,158.0,163.0
1.0,0.0,1,3,19.0,0.0,1.0,1.0,0.22,0.2576,0.55,0.0896,3.0,109.0,112.0
1.0,0.0,1,3,20.0,0.0,1.0,1.0,0.2,0.2121,0.51,0.1642,3.0,66.0,69.0
1.0,0.0,1,3,21.0,0.0,1.0,2.0,0.22,0.2121,0.55,0.2239,0.0,48.0,48.0
1.0,0.0,1,3,22.0,0.0,1.0,2.0,0.22,0.2121,0.51,0.2836,1.0,51.0,52.0
1.0,0.0,1,3,23.0,0.0,1.0,2.0,0.2,0.197,0.59,0.194,4.0,19.0,23.0
1.0,0.0,1,4,0.0,0.0,1.0,2.0,0.2,0.197,0.64,0.194,4.0,13.0,17.0
1.0,0.0,1,4,1.0,0.0,1.0,2.0,0.2,0.197,0.69,0.2239,2.0,5.0,7.0
1.0,0.0,1,4,2.0,0.0,1.0,2.0,0.2,0.197,0.69,0.2239,0.0,1.0,1.0
1.0,0.0,1,4,5.0,0.0,1.0,3.0,0.22,0.2727,0.55,0.0,0.0,5.0,5.0
1.0,0.0,1,4,6.0,0.0,1.0,2.0,0.2,0.2576,0.69,0.0,8.0,26.0,34.0
1.0,0.0,1,4,7.0,0.0,1.0,1.0,0.2,0.2121,0.69,0.1343,8.0,76.0,84.0
1.0,0.0,1,4,8.0,0.0,1.0,1.0,0.2,0.197,0.51,0.2537,20.0,190.0,210.0
1.0,0.0,1,4,9.0,0.0,1.0,1.0,0.2,0.1818,0.47,0.2985,9.0,125.0,134.0
1.0,0.0,1,4,10.0,0.0,1.0,1.0,0.22,0.197,0.37,0.3284,16.0,47.0,63.0
1.0,0.0,1,4,11.0,0.0,1.0,2.0,0.2,0.197,0.4,0.2239,19.0,48.0,67.0
1.0,0.0,1,4,12.0,0.0,1.0,2.0,0.2,0.197,0.37,0.2537,9.0,50.0,59.0
1.0,0.0,1,4,13.0,0.0,1.0,2.0,0.2,0.1818,0.37,0.2836,9.0,64.0,73.0
1.0,0.0,1,4,15.0,0.0,1.0,2.0,0.2,0.2121,0.37,0.1642,9.0,63.0,72.0
1.0,0.0,1,4,16.0,0.0,1.0,2.0,0.2,0.2121,0.37,0.1642,5.0,82.0,87.0
1.0,0.0,1,4,17.0,0.0,1.0,2.0,0.2,0.2576,0.37,0.0,9.0,178.0,187.0
1.0,0.0,1,4,18.0,0.0,1.0,1.0,0.2,0.2273,0.4,0.0896,7.0,116.0,123.0
1.0,0.0,1,4,19.0,0.0,1.0,1.0,0.16,0.197,0.55,0.0896,3.0,92.0,95.0
1.0,0.0,1,4,20.0,0.0,1.0,1.0,0.18,0.2121,0.47,0.1045,1.0,50.0,51.0
1.0,0.0,1,4,21.0,0.0,1.0,1.0,0.18,0.197,0.47,0.1343,0.0,39.0,39.0
1.0,0.0,1,4,22.0,0.0,1.0,2.0,0.18,0.197,0.43,0.1642,2.0,34.0,36.0
1.0,0.0,1,4,23.0,0.0,1.0,2.0,0.18,0.197,0.51,0.1642,1.0,14.0,15.0
1.0,0.0,1,5,0.0,0.0,0.0,2.0,0.18,0.197,0.51,0.1642,1.0,24.0,25.0
1.0,0.0,1,5,1.0,0.0,0.0,2.0,0.18,0.2121,0.55,0.0896,1.0,15.0,16.0
1.0,0.0,1,5,2.0,0.0,0.0,2.0,0.18,0.2424,0.55,0.0,3.0,13.0,16.0
1.0,0.0,1,5,3.0,0.0,0.0,3.0,0.18,0.197,0.55,0.1642,0.0,7.0,7.0
1.0,0.0,1,5,4.0,0.0,0.0,3.0,0.18,0.197,0.55,0.1642,0.0,1.0,1.0
1.0,0.0,1,5,5.0,0.0,0.0,2.0,0.16,0.1667,0.74,0.1642,0.0,5.0,5.0
1.0,0.0,1,5,6.0,0.0,0.0,2.0,0.16,0.1667,0.74,0.1642,0.0,2.0,2.0
1.0,0.0,1,5,7.0,0.0,0.0,2.0,0.16,0.1818,0.74,0.1045,1.0,8.0,9.0
1.0,0.0,1,5,8.0,0.0,0.0,3.0,0.16,0.1818,0.93,0.1045,0.0,15.0,15.0
1.0,0.0,1,5,9.0,0.0,0.0,3.0,0.16,0.1818,0.93,0.1045,0.0,20.0,20.0
1.0,0.0,1,5,10.0,0.0,0.0,2.0,0.18,0.197,0.8,0.1642,5.0,56.0,61.0
1.0,0.0,1,5,11.0,0.0,0.0,2.0,0.2,0.1818,0.69,0.3881,2.0,60.0,62.0
1.0,0.0,1,5,12.0,0.0,0.0,2.0,0.2,0.1818,0.59,0.3582,8.0,90.0,98.0
1.0,0.0,1,5,13.0,0.0,0.0,1.0,0.2,0.1818,0.44,0.3284,7.0,95.0,102.0
1.0,0.0,1,5,14.0,0.0,0.0,1.0,0.2,0.1667,0.32,0.4925,12.0,83.0,95.0
1.0,0.0,1,5,15.0,0.0,0.0,1.0,0.2,0.1667,0.32,0.4478,5.0,69.0,74.0
1.0,0.0,1,5,16.0,0.0,0.0,1.0,0.18,0.1364,0.29,0.4478,8.0,68.0,76.0
1.0,0.0,1,5,17.0,0.0,0.0,1.0,0.16,0.1212,0.37,0.5522,5.0,64.0,69.0
1.0,0.0,1,5,18.0,0.0,0.0,1.0,0.14,0.1212,0.39,0.2985,3.0,52.0,55.0
1.0,0.0,1,5,19.0,0.0,0.0,1.0,0.14,0.1212,0.36,0.2537,4.0,26.0,30.0
1.0,0.0,1,5,20.0,0.0,0.0,1.0,0.12,0.1212,0.36,0.2537,0.0,28.0,28.0
1.0,0.0,1,5,21.0,0.0,0.0,1.0,0.12,0.1061,0.39,0.3582,2.0,35.0,37.0
1.0,0.0,1,5,22.0,0.0,0.0,1.0,0.12,0.1061,0.36,0.3881,1.0,33.0,34.0
1.0,0.0,1,5,23.0,0.0,0.0,1.0,0.1,0.0606,0.39,0.4478,0.0,22.0,22.0
1.0,0.0,1,6,0.0,0.0,0.0,1.0,0.1,0.0758,0.42,0.3881,1.0,24.0,25.0
1.0,0.0,1,6,1.0,0.0,0.0,1.0,0.1,0.0606,0.42,0.4627,0.0,12.0,12.0
1.0,0.0,1,6,2.0,0.0,0.0,1.0,0.1,0.0606,0.46,0.4627,0.0,11.0,11.0
1.0,0.0,1,6,3.0,0.0,0.0,1.0,0.1,0.0758,0.46,0.4179,0.0,4.0,4.0
1.0,0.0,1,6,6.0,0.0,0.0,1.0,0.1,0.0909,0.49,0.2836,0.0,1.0,1.0
1.0,0.0,1,6,8.0,0.0,0.0,1.0,0.1,0.0909,0.49,0.2836,0.0,10.0,10.0
1.0,0.0,1,6,9.0,0.0,0.0,1.0,0.12,0.0758,0.46,0.5224,0.0,19.0,19.0
1.0,0.0,1,6,10.0,0.0,0.0,1.0,0.14,0.1061,0.43,0.3881,0.0,49.0,49.0
1.0,0.0,1,6,11.0,0.0,0.0,1.0,0.16,0.1212,0.4,0.5224,2.0,47.0,49.0
1.0,0.0,1,6,12.0,0.0,0.0,1.0,0.18,0.1364,0.37,0.4478,4.0,79.0,83.0
1.0,0.0,1,6,13.0,0.0,0.0,1.0,0.2,0.1667,0.34,0.4478,6.0,69.0,75.0
1.0,0.0,1,6,14.0,0.0,0.0,1.0,0.22,0.1818,0.32,0.4627,8.0,64.0,72.0
1.0,0.0,1,6,15.0,0.0,0.0,1.0,0.22,0.197,0.35,0.3582,5.0,77.0,82.0
1.0,0.0,1,6,16.0,0.0,0.0,1.0,0.2,0.1667,0.34,0.4478,13.0,79.0,92.0
1.0,0.0,1,6,18.0,0.0,0.0,1.0,0.16,0.1364,0.4,0.3284,4.0,44.0,48.0
1.0,0.0,1,6,19.0,0.0,0.0,1.0,0.16,0.1364,0.43,0.3284,1.0,40.0,41.0
1.0,0.0,1,6,20.0,0.0,0.0,1.0,0.14,0.1212,0.46,0.2537,0.0,38.0,38.0
1.0,0.0,1,6,21.0,0.0,0.0,1.0,0.14,0.1061,0.46,0.4179,1.0,19.0,20.0
1.0,0.0,1,6,22.0,0.0,0.0,1.0,0.14,0.1212,0.46,0.2985,5.0,10.0,15.0
1.0,0.0,1,6,23.0,0.0,0.0,1.0,0.12,0.1364,0.5,0.194,0.0,6.0,6.0
1.0,0.0,1,0,0.0,0.0,1.0,1.0,0.12,0.1212,0.5,0.2836,2.0,3.0,5.0
1.0,0.0,1,0,1.0,0.0,1.0,1.0,0.12,0.1212,0.5,0.2836,1.0,0.0,1.0
1.0,0.0,1,0,2.0,0.0,1.0,1.0,0.12,0.1212,0.5,0.2239,0.0,3.0,3.0
1.0,0.0,1,0,3.0,0.0,1.0,1.0,0.12,0.1212,0.5,0.2239,0.0,1.0,1.0
1.0,0.0,1,0,4.0,0.0,1.0,1.0,0.1,0.1212,0.54,0.1343,1.0,2.0,3.0
1.0,0.0,1,0,5.0,0.0,1.0,1.0,0.1,0.1061,0.54,0.2537,0.0,3.0,3.0
1.0,0.0,1,0,6.0,0.0,1.0,1.0,0.12,0.1212,0.5,0.2836,0.0,31.0,31.0
1.0,0.0,1,0,7.0,0.0,1.0,1.0,0.12,0.1212,0.5,0.2239,2.0,75.0,77.0
1.0,0.0,1,0,8.0,0.0,1.0,2.0,0.12,0.1212,0.5,0.2836,4.0,184.0,188.0
1.0,0.0,1,0,9.0,0.0,1.0,2.0,0.14,0.1212,0.5,0.2537,2.0,92.0,94.0
1.0,0.0,1,0,10.0,0.0,1.0,2.0,0.14,0.1212,0.5,0.2985,0.0,31.0,31.0
1.0,0.0,1,0,11.0,0.0,1.0,2.0,0.16,0.1364,0.47,0.2836,2.0,28.0,30.0
1.0,0.0,1,0,12.0,0.0,1.0,2.0,0.2,0.1818,0.4,0.2836,5.0,47.0,52.0
1.0,0.0,1,0,13.0,0.0,1.0,2.0,0.2,0.1818,0.4,0.2836,4.0,50.0,54.0
1.0,0.0,1,0,14.0,0.0,1.0,2.0,0.2,0.197,0.4,0.2239,0.0,47.0,47.0
1.0,0.0,1,0,15.0,0.0,1.0,2.0,0.2,0.197,0.4,0.2239,2.0,43.0,45.0
1.0,0.0,1,0,16.0,0.0,1.0,1.0,0.2,0.2121,0.4,0.1343,4.0,70.0,74.0
1.0,0.0,1,0,17.0,0.0,1.0,1.0,0.2,0.2273,0.4,0.1045,4.0,174.0,178.0
1.0,0.0,1,0,18.0,0.0,1.0,1.0,0.2,0.197,0.4,0.2239,1.0,154.0,155.0
1.0,0.0,1,0,19.0,0.0,1.0,1.0,0.16,0.1667,0.47,0.1642,3.0,92.0,95.0
1.0,0.0,1,0,20.0,0.0,1.0,1.0,0.16,0.1667,0.5,0.1642,1.0,73.0,74.0
1.0,0.0,1,0,21.0,0.0,1.0,1.0,0.14,0.1364,0.59,0.194,1.0,37.0,38.0
1.0,0.0,1,0,22.0,0.0,1.0,1.0,0.14,0.1515,0.59,0.1642,2.0,22.0,24.0
1.0,0.0,1,0,23.0,0.0,1.0,1.0,0.14,0.1515,0.59,0.1642,0.0,18.0,18.0
1.0,0.0,1,1,0.0,0.0,1.0,1.0,0.14,0.1667,0.59,0.1045,2.0,10.0,12.0
1.0,0.0,1,1,1.0,0.0,1.0,1.0,0.14,0.1515,0.59,0.1642,0.0,3.0,3.0
1.0,0.0,1,1,2.0,0.0,1.0,2.0,0.16,0.1515,0.55,0.194,0.0,3.0,3.0
1.0,0.0,1,1,5.0,0.0,1.0,2.0,0.16,0.1818,0.55,0.1343,0.0,6.0,6.0
1.0,0.0,1,1,7.0,0.0,1.0,2.0,0.16,0.2273,0.55,0.0,2.0,97.0,99.0
1.0,0.0,1,1,8.0,0.0,1.0,2.0,0.18,0.2121,0.51,0.0896,3.0,214.0,217.0
1.0,0.0,1,1,9.0,0.0,1.0,2.0,0.18,0.197,0.51,0.1642,3.0,127.0,130.0
1.0,0.0,1,1,10.0,0.0,1.0,2.0,0.2,0.2121,0.51,0.1642,3.0,51.0,54.0
1.0,0.0,1,1,11.0,0.0,1.0,2.0,0.2,0.2121,0.47,0.1343,4.0,31.0,35.0
1.0,0.0,1,1,12.0,0.0,1.0,2.0,0.2,0.2273,0.51,0.1045,2.0,55.0,57.0
1.0,0.0,1,1,13.0,0.0,1.0,2.0,0.2,0.2273,0.59,0.0896,6.0,46.0,52.0
1.0,0.0,1,1,14.0,0.0,1.0,2.0,0.2,0.2273,0.59,0.0896,3.0,60.0,63.0
1.0,0.0,1,1,15.0,0.0,1.0,2.0,0.16,0.197,0.8,0.0896,2.0,45.0,47.0
1.0,0.0,1,1,16.0,0.0,1.0,2.0,0.16,0.1515,0.86,0.2239,4.0,72.0,76.0
1.0,0.0,1,1,17.0,0.0,1.0,2.0,0.16,0.1515,0.86,0.2239,6.0,130.0,136.0
